customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00975,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,28.87,549.53,No
CUST00976,Female,1,No,Yes,13,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,103.1,3066.95,No
CUST00977,Female,0,Yes,No,53,No,No phone service,No,No internet service,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer,76.13,3014.84,Yes
CUST00978,Female,1,No,Yes,62,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer,32.2,412.47,No
CUST00979,Female,1,No,Yes,64,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,One year,No,Bank transfer,57.51,960.41,No
CUST00980,Female,0,No,Yes,57,Yes,No,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Mailed check,73.44,5147.79,No
CUST00981,Female,0,Yes,Yes,20,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.23,2912.39,Yes
CUST00982,Female,1,No,Yes,3,No,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,32.77,4526.52,No
CUST00983,Male,1,Yes,Yes,72,Yes,No phone service,DSL,No,No,No,Yes,No,No internet service,Two year,No,Credit card,47.29,4361.72,No
CUST00984,Female,1,No,Yes,45,Yes,Yes,No,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Credit card,76.11,5895.16,Yes
CUST00985,Female,1,No,No,11,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,97.2,7649.48,No
CUST00986,Female,0,Yes,No,29,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer,116.17,2057.54,No
CUST00987,Female,0,Yes,No,59,No,Yes,No,No internet service,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer,34.84,3266.99,No
CUST00988,Female,0,No,Yes,70,No,No phone service,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,20.86,5023.64,Yes
CUST00989,Female,1,Yes,Yes,64,No,Yes,No,No,No internet service,No,No,No internet service,No,Two year,No,Mailed check,118.19,6678.54,Yes
CUST00990,Female,0,Yes,No,13,No,No,No,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,33.71,3463.26,No
CUST00991,Female,1,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,95.2,2400.85,No
CUST00992,Female,0,No,Yes,25,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,97.36,6084.58,Yes
CUST00993,Female,1,No,Yes,15,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.44,5981.56,No
CUST00994,Female,0,Yes,Yes,6,Yes,No phone service,No,Yes,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,101.13,6816.73,No
CUST00995,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Mailed check,44.95,4487.77,No
CUST00996,Male,1,No,Yes,15,Yes,Yes,No,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,99.33,697.35,Yes
CUST00997,Female,1,Yes,Yes,61,No,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,51.85,5305.62,No
CUST00998,Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,95.05,2841.98,Yes
CUST00999,Male,1,No,Yes,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,104.0,8980.88,Yes
CUST01000,Female,1,Yes,Yes,11,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,One year,Yes,Credit card,20.44,5241.24,No
CUST01001,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer,72.32,3990.47,Yes
CUST01002,Male,1,Yes,Yes,45,No,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,54.19,6862.65,No
CUST01003,Male,0,No,No,42,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer,104.39,8803.62,Yes
CUST01004,Male,0,Yes,Yes,54,No,No,No,No internet service,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,68.28,4451.44,No
CUST01005,Male,0,Yes,Yes,44,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,58.23,2995.58,No
CUST01006,Female,0,Yes,No,59,No,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,34.77,4343.8,No
CUST01007,Male,0,Yes,No,70,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Credit card,48.31,6250.39,No
CUST01008,Female,1,No,No,31,Yes,No phone service,No,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,119.4,6065.77,Yes
CUST01009,Female,1,Yes,Yes,7,No,Yes,No,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,105.67,6710.31,Yes
CUST01010,Male,0,No,Yes,61,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer,50.65,5590.05,No
CUST01011,Male,0,Yes,No,19,No,No phone service,No,Yes,Yes,No,No,No,No,One year,Yes,Credit card,81.8,8589.86,Yes
CUST01012,Female,1,Yes,No,17,Yes,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,119.79,3296.78,Yes
CUST01013,Male,1,No,No,5,No,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,88.92,31.19,Yes
CUST01014,Male,0,Yes,Yes,28,No,No phone service,No,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,53.89,1362.17,No
CUST01015,Female,1,Yes,Yes,3,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,24.05,414.84,Yes
CUST01016,Female,1,No,No,70,No,No,No,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,99.93,1385.59,No
CUST01017,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,48.55,1949.49,No
CUST01018,Female,0,No,Yes,33,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Two year,No,Mailed check,34.37,2460.85,No
CUST01019,Male,1,Yes,No,70,No,Yes,No,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,31.53,240.37,No
CUST01020,Male,0,Yes,No,32,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,30.71,2551.39,No
CUST01021,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,31.4,1355.67,No
CUST01022,Female,0,No,Yes,39,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,71.59,792.19,No
CUST01023,Female,0,Yes,Yes,4,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Bank transfer,96.36,5239.67,No
CUST01024,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,109.27,1752.72,No
CUST01025,Female,1,Yes,Yes,65,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.61,750.9,No
CUST01026,Female,0,Yes,Yes,53,Yes,No,No,No,No,Yes,Yes,No,No,Two year,No,Electronic check,29.57,1630.89,No
CUST01027,Male,0,Yes,No,45,No,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer,114.71,7813.51,No
CUST01028,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,20.57,4774.32,No
CUST01029,Male,1,Yes,Yes,48,No,No phone service,No,No,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,95.23,4819.69,No
CUST01030,Male,1,Yes,No,22,No,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,118.24,2464.87,No
CUST01031,Female,1,Yes,No,54,Yes,No phone service,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,109.43,4654.95,No
CUST01032,Male,1,No,No,4,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card,91.61,6629.25,No
CUST01033,Female,1,Yes,No,63,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,72.49,5376.74,No
CUST01034,Male,1,No,Yes,34,Yes,No phone service,No,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,119.95,4843.16,No
CUST01035,Female,1,No,Yes,68,No,No phone service,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,82.52,3285.16,Yes
CUST01036,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,103.06,5682.68,Yes
CUST01037,Male,0,Yes,Yes,2,No,No,DSL,No internet service,No,No,No,No internet service,Yes,Two year,No,Bank transfer,38.16,7716.64,No
CUST01038,Male,1,No,No,5,No,No phone service,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,83.99,1732.32,No
CUST01039,Male,0,No,Yes,55,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,21.33,7421.06,No
CUST01040,Male,0,No,Yes,1,No,No,No,No,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card,100.83,4367.02,No
CUST01041,Female,1,Yes,Yes,37,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,61.27,8813.74,No
CUST01042,Male,0,No,No,55,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,45.79,2372.34,Yes
CUST01043,Male,0,Yes,No,4,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Two year,No,Credit card,45.89,896.81,No
CUST01044,Female,1,No,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,117.98,1461.95,Yes
CUST01045,Male,0,No,Yes,10,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,106.61,192.11,No
CUST01046,Male,1,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer,98.87,3300.8,No
CUST01047,Male,1,Yes,No,9,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,Two year,Yes,Credit card,70.53,2895.77,Yes
CUST01048,Male,0,No,Yes,40,No,No,No,No internet service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,59.91,5752.9,Yes
CUST01049,Male,0,No,Yes,43,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,79.09,1481.64,No
CUST01050,Female,0,No,No,32,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,74.53,6851.9,No
CUST01051,Male,1,Yes,Yes,55,No,No,No,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card,108.69,2916.7,No
CUST01052,Male,1,Yes,No,11,No,Yes,DSL,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,117.31,7889.18,No
CUST01053,Male,1,No,No,1,Yes,No phone service,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,113.1,1665.46,Yes
CUST01054,Male,0,No,Yes,0,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,96.8,7181.12,No
CUST01055,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,60.54,1692.24,No
CUST01056,Female,1,Yes,Yes,32,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,96.13,195.82,No
CUST01057,Male,0,No,No,35,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,97.99,544.77,No
CUST01058,Female,0,Yes,No,20,No,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.0,7344.14,Yes
CUST01059,Female,1,No,No,35,No,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card,101.9,4802.59,Yes
CUST01060,Male,1,Yes,Yes,25,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,111.22,2904.9,Yes
CUST01061,Male,0,No,Yes,46,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,95.13,5780.56,No
CUST01062,Male,1,No,No,0,No,No phone service,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,88.1,3407.47,No
CUST01063,Male,0,No,No,37,No,Yes,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,41.76,7381.24,Yes
CUST01064,Female,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Mailed check,83.77,6740.65,No
CUST01065,Male,1,No,No,45,No,No,No,No,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,83.09,4214.12,No
CUST01066,Male,1,No,Yes,41,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,57.51,119.29,Yes
CUST01067,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,31.28,4684.6,No
CUST01068,Male,0,No,No,54,No,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,63.4,3458.65,No
CUST01069,Male,1,No,No,55,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Mailed check,112.08,5353.22,No
CUST01070,Male,1,No,No,62,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,98.13,1463.18,No
CUST01071,Female,1,Yes,No,23,No,No phone service,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Bank transfer,55.43,5990.36,No
CUST01072,Female,0,Yes,No,72,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.6,1871.9,Yes
CUST01073,Male,1,Yes,Yes,3,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card,66.06,8819.65,No
CUST01074,Male,1,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer,95.8,7373.87,No
CUST01075,Male,1,No,Yes,69,Yes,No,DSL,No,No,No,Yes,No,No internet service,Two year,No,Mailed check,88.52,1646.8,No
CUST01076,Female,1,Yes,No,27,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,108.31,4906.24,No
CUST01077,Male,0,Yes,No,39,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,51.15,4104.99,No
CUST01078,Female,0,Yes,No,50,No,No,No,No internet service,Yes,No,No,No internet service,No,Two year,No,Bank transfer,69.44,7298.37,No
CUST01079,Male,1,No,No,28,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer,45.73,6662.8,No
CUST01080,Male,0,No,No,41,No,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer,97.34,2677.86,No
CUST01081,Male,0,No,No,68,No,No,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,62.01,3291.79,No
CUST01082,Male,0,Yes,Yes,4,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,No,Credit card,62.83,560.49,Yes
CUST01083,Female,1,No,No,40,No,No,No,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,101.47,5114.41,Yes
CUST01084,Female,0,No,No,60,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card,92.99,6835.4,No
CUST01085,Male,0,Yes,No,54,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,One year,Yes,Credit card,67.18,3782.27,No
CUST01086,Male,0,No,No,27,No,No,DSL,No,Yes,Yes,No,No internet service,Yes,Two year,No,Mailed check,57.66,8512.48,No
CUST01087,Female,1,Yes,Yes,40,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,No,Credit card,88.84,1252.04,Yes
CUST01088,Female,1,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,No,Two year,Yes,Credit card,114.24,8019.9,No
CUST01089,Female,0,No,Yes,28,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card,62.46,213.44,No
CUST01090,Female,0,Yes,Yes,37,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card,23.9,8220.94,No
CUST01091,Male,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,107.88,2764.01,No
CUST01092,Female,1,Yes,Yes,53,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Electronic check,36.64,1005.82,Yes
CUST01093,Male,0,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,One year,No,Bank transfer,110.15,8903.55,Yes
CUST01094,Female,0,Yes,No,33,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer,102.95,6705.77,No
CUST01095,Female,1,Yes,Yes,36,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,85.97,4781.21,No
CUST01096,Female,1,No,No,48,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card,104.59,3555.49,No
CUST01097,Female,0,Yes,No,41,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,45.98,2310.72,Yes
CUST01098,Female,1,Yes,No,13,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,105.58,5385.52,Yes
CUST01099,Male,0,Yes,No,32,Yes,No phone service,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,76.16,4051.2,Yes
CUST01100,Male,0,Yes,No,16,Yes,No,No,No,No internet service,No internet service,Yes,No,No,Month-to-month,No,Credit card,37.72,4568.12,No
CUST01101,Female,0,No,Yes,31,No,No,No,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,45.46,4167.83,No
CUST01102,Female,1,No,Yes,67,Yes,Yes,No,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.99,5788.08,No
CUST01103,Male,0,Yes,Yes,38,No,No phone service,DSL,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer,104.27,8316.91,No
CUST01104,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,107.48,8576.43,No
CUST01105,Female,1,Yes,Yes,23,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Bank transfer,38.44,7519.12,Yes
CUST01106,Male,1,Yes,Yes,57,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card,110.2,2430.66,No
CUST01107,Female,0,Yes,No,68,Yes,Yes,No,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,69.38,2245.52,No
CUST01108,Female,0,Yes,Yes,63,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card,119.32,5200.51,No
CUST01109,Male,1,No,No,18,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,One year,No,Bank transfer,67.65,8772.14,No
CUST01110,Male,1,No,No,7,No,Yes,No,No,No internet service,No,No internet service,Yes,No,Two year,No,Electronic check,45.21,4975.43,Yes
CUST01111,Male,1,Yes,Yes,70,Yes,No phone service,No,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,25.98,1024.14,No
CUST01112,Female,0,Yes,Yes,39,No,No phone service,No,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,86.5,7788.69,No
CUST01113,Male,0,No,Yes,12,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer,20.5,6725.93,No
CUST01114,Male,0,No,No,26,No,Yes,DSL,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,103.6,2164.52,No
CUST01115,Male,1,Yes,Yes,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card,51.08,5676.63,No
CUST01116,Male,0,No,Yes,15,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,86.59,2037.0,No
CUST01117,Male,1,Yes,Yes,13,No,No,DSL,No internet service,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,69.97,3838.69,No
CUST01118,Male,0,No,No,16,No,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card,85.72,2146.7,No
CUST01119,Female,1,No,Yes,59,No,Yes,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Credit card,25.32,5379.03,No
CUST01120,Female,0,No,Yes,69,No,Yes,No,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,39.68,2742.48,No
CUST01121,Male,0,No,No,16,No,No,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.33,1529.42,No
CUST01122,Male,1,Yes,No,44,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,61.75,555.21,Yes
CUST01123,Male,1,Yes,No,37,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Electronic check,76.54,5693.58,Yes
CUST01124,Female,0,No,Yes,63,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,65.71,5377.26,No
CUST01125,Female,1,Yes,Yes,5,Yes,No,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,111.08,1767.77,No
CUST01126,Female,1,No,No,59,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,39.95,45.05,Yes
CUST01127,Female,0,No,Yes,48,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Mailed check,103.89,1242.4,Yes
CUST01128,Female,1,Yes,No,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,One year,No,Credit card,26.01,2762.23,No
CUST01129,Female,0,Yes,No,22,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,105.73,4717.75,No
CUST01130,Female,0,Yes,No,56,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,One year,No,Credit card,110.29,7972.69,No
CUST01131,Female,1,No,No,63,No,No phone service,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,98.98,1908.47,No
CUST01132,Female,1,Yes,No,28,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer,47.71,1955.17,No
CUST01133,Male,0,Yes,Yes,26,Yes,No phone service,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,31.41,7600.65,No
CUST01134,Male,0,Yes,Yes,5,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.09,4583.94,Yes
CUST01135,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,86.58,6228.8,No
CUST01136,Male,0,No,Yes,70,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Electronic check,101.92,3133.76,No
CUST01137,Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.59,7553.16,No
CUST01138,Female,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Credit card,74.67,4059.01,No
CUST01139,Male,1,No,No,14,No,No,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,113.61,8128.3,No
CUST01140,Female,1,No,No,20,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,One year,No,Mailed check,24.78,3616.36,No
CUST01141,Male,1,No,Yes,57,No,No,No,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer,51.89,7282.38,Yes
CUST01142,Female,0,No,Yes,3,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Two year,Yes,Electronic check,63.82,520.04,No
CUST01143,Male,1,Yes,No,68,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,83.95,6151.74,Yes
CUST01144,Female,0,No,Yes,6,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Mailed check,29.5,1290.92,Yes
CUST01145,Female,0,No,Yes,34,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.49,8076.1,No
CUST01146,Male,1,No,Yes,35,No,Yes,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,51.64,8682.51,No
CUST01147,Female,0,No,Yes,14,No,Yes,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,38.51,2904.92,Yes
CUST01148,Male,0,Yes,No,1,No,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Electronic check,79.15,5072.72,No
CUST01149,Male,0,No,No,56,No,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,34.06,3609.82,No
CUST01150,Male,0,No,Yes,4,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Bank transfer,53.01,5523.99,No
CUST01151,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,106.19,3202.92,Yes
CUST01152,Female,0,No,No,31,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Electronic check,98.94,7375.99,No
CUST01153,Female,1,No,Yes,71,No,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,48.1,301.68,Yes
